Rank,Symbol,Score,Signal,Price,Change%,Stop,TP,UpsideToTP%,DownsideToStop%,R/R,Regime,Sentiment,Momentum,Entry OK,HQ Signal
1154,T,13,SELL,25.335,0.0,25.15,25.81,1.87,-0.73,2.6,Volatile,Neutral,neutral,No,No
1155,AFYA,13,SELL,13.96,0.36,13.71,14.88,6.59,-1.79,2.6,Volatile,Neutral,neutral,No,No
1156,PDD,13,SELL,99.28,-2.2,98.41,101.28,2.01,-0.88,2.6,Volatile,Neutral,neutral,No,No
1157,TME,13,SELL,9.31,0.0,9.21,9.57,2.79,-1.07,2.6,Volatile,Neutral,neutral,No,No
1158,LX,13,SELL,2.095,0.0,2.07,2.17,3.58,-1.19,2.6,Volatile,Neutral,neutral,No,No
1159,ITW,13,SELL,255.6,0.0,253.93,259.95,1.7,-0.65,2.6,Volatile,Neutral,neutral,No,No
1160,BCPC,13,SELL,159.6,0.06,158.32,164.05,2.79,-0.8,2.6,Volatile,Neutral,neutral,No,No
1161,ACNT,13,SELL,13.79,2.99,13.62,14.47,4.93,-1.23,2.6,Volatile,Neutral,neutral,No,No
1162,AARD,13,SELL,5.47,0.0,5.35,5.77,5.48,-2.19,2.6,Volatile,Neutral,neutral,No,No
1163,ABAT,13,SELL,3.17,0.0,3.09,3.39,6.94,-2.52,2.6,Volatile,Neutral,neutral,No,No
1164,PEGA,13,SELL,35.77,-2.61,35.33,37.35,4.42,-1.23,2.6,Volatile,Neutral,neutral,No,No
1165,TMDX,13,SELL,69.49,0.0,67.47,74.73,7.54,-2.91,2.6,Volatile,Bearish,bearish,No,No
1166,FRHC,13,SELL,139.64,0.0,137.64,144.85,3.73,-1.43,2.6,Volatile,Neutral,neutral,No,No
1167,CTAS,13,SELL,168.1,-1.14,166.61,172.38,2.55,-0.89,2.6,Volatile,Neutral,neutral,No,No
1168,VRSK,13,SELL,172.56,-1.22,170.51,177.81,3.04,-1.19,2.6,Volatile,Neutral,neutral,No,No
1169,HSAI,13,SELL,21.65,-0.96,21.41,22.45,3.7,-1.11,2.6,Volatile,Neutral,neutral,No,No
1170,WDFC,13,SELL,208.66,-0.52,207.31,216.09,3.56,-0.65,2.6,Volatile,Neutral,neutral,No,No
1171,LOT,13,CAUTION,1.21,-0.82,1.18,1.3,7.44,-2.48,2.6,Volatile,Neutral,neutral,No,No
1172,CTKB,13,CAUTION,4.38,-10.98,4.19,4.71,7.53,-4.34,2.6,Volatile,Bearish,bearish,No,No
1173,PETZ,13,CAUTION,0.97,0.0,0.93,1.06,9.28,-4.12,2.6,Volatile,Neutral,neutral,No,No
1174,RETO,13,SELL,0.62,-4.62,0.6,0.69,11.29,-3.23,2.6,Volatile,Neutral,neutral,No,No
1175,MMYT,13,SELL,48.025,0.0,47.33,49.82,3.74,-1.45,2.6,Volatile,Neutral,neutral,No,No
1176,MLCO,13,CAUTION,5.28,0.0,5.2,5.48,3.79,-1.52,2.6,Volatile,Neutral,neutral,No,No
1177,HURN,13,SELL,121.75,0.0,119.67,127.15,4.44,-1.71,2.6,Volatile,Neutral,neutral,No,No
1178,MGEE,13,CAUTION,73.95,0.0,73.1,76.17,3.0,-1.15,2.6,Volatile,Bearish,bearish,No,No
1179,DLXY,13,SELL,0.594,0.0,0.53,0.75,26.26,-10.77,2.6,Volatile,Neutral,neutral,No,No
1180,CELH,13,CAUTION,32.53,0.0,31.49,35.24,8.33,-3.2,2.6,Volatile,Neutral,neutral,No,No
1181,ZG,13,CAUTION,42.02,0.0,41.16,44.26,5.33,-2.05,2.6,Volatile,Neutral,neutral,No,No
1182,LAND,13,CAUTION,9.715,0.0,9.64,9.9,1.9,-0.77,2.6,Volatile,Neutral,neutral,No,No
1183,EPOW,13,CAUTION,0.6976,0.0,0.61,0.91,30.45,-12.56,2.6,Volatile,Neutral,neutral,No,No
1184,GSUN,13,SELL,0.5153,0.0,0.49,0.58,12.56,-4.91,2.6,Volatile,Neutral,neutral,No,No
1185,KIDZ,13,SELL,0.6398,0.0,0.62,0.69,7.85,-3.09,2.6,Volatile,Neutral,neutral,No,No
1186,INTZ,13,CAUTION,0.7776,0.0,0.75,0.84,8.02,-3.55,2.6,Volatile,Neutral,neutral,No,No
1187,HUBC,13,SELL,0.274,0.0,0.25,0.35,27.74,-8.76,2.6,Volatile,Neutral,neutral,No,No
1188,ASNS,13,CAUTION,0.0865,0.0,0.08,0.12,38.73,-7.51,2.6,Volatile,Neutral,neutral,No,No
1189,BYRN,13,CAUTION,5.36,0.0,5.28,5.58,4.1,-1.49,2.6,Volatile,Neutral,neutral,No,No
1190,REFR,13,CAUTION,0.7964,0.0,0.76,0.89,11.75,-4.57,2.6,Volatile,Neutral,neutral,No,No
1191,META,11,SELL,611.2,-0.91,605.88,622.83,1.9,-0.87,2.6,Volatile,Neutral,neutral,No,No
1192,CRM,11,SELL,181.46,-2.62,178.67,186.96,3.03,-1.54,2.6,Volatile,Neutral,neutral,No,No
1193,ALNY,11,SELL,295.64,0.0,292.31,304.31,2.93,-1.13,2.6,Volatile,Neutral,neutral,No,No
1194,HALO,11,SELL,64.46,0.0,63.68,66.48,3.13,-1.21,2.6,Volatile,Neutral,neutral,No,No
1195,ALVO,11,SELL,3.29,2.81,3.25,3.46,5.17,-1.22,2.6,Volatile,Neutral,neutral,No,No
1196,SCHW,11,SELL,88.935,0.0,88.21,90.81,2.11,-0.82,2.6,Volatile,Neutral,neutral,No,No
1197,PYPL,11,SELL,45.76,-1.0,45.29,47.13,2.99,-1.03,2.6,Volatile,Neutral,neutral,No,No
1198,FOUR,11,SELL,43.82,0.0,42.64,46.9,7.03,-2.69,2.6,Volatile,Neutral,neutral,No,No
1199,PGR,11,SELL,194.27,0.0,192.55,198.74,2.3,-0.89,2.6,Volatile,Neutral,neutral,No,No
1200,RIVN,11,SELL,14.19,0.0,14.0,14.73,3.81,-1.34,2.6,Volatile,Neutral,neutral,No,No
1201,KTOS,11,SELL,57.43,0.75,56.1,60.71,5.71,-2.32,2.6,Volatile,Neutral,neutral,No,No
1202,MMM,11,SELL,143.585,0.0,142.65,146.02,1.7,-0.65,2.6,Volatile,Neutral,neutral,No,No
1203,BGL,11,SELL,1.1,0.92,1.08,1.2,9.09,-1.82,2.6,Volatile,Neutral,neutral,No,No
1204,TAL,11,SELL,11.15,0.0,11.02,11.5,3.14,-1.17,2.6,Volatile,Neutral,neutral,No,No
1205,LOW,11,SELL,229.02,0.0,227.11,234.0,2.17,-0.83,2.6,Volatile,Neutral,neutral,No,No
1206,DECK,11,SELL,100.72,0.0,99.61,103.6,2.86,-1.1,2.6,Volatile,Neutral,neutral,No,No
1207,BOOT,11,SELL,163.73,0.0,161.32,169.99,3.82,-1.47,2.6,Volatile,Neutral,neutral,No,No
1208,BL,11,SELL,30.955,0.0,30.42,32.34,4.47,-1.73,2.6,Volatile,Neutral,neutral,No,No
1209,SHOP,11,SELL,108.66,-2.76,106.25,113.99,4.91,-2.22,2.6,Volatile,Bearish,bearish,No,No
1210,ROP,11,SELL,346.69,-1.63,343.72,357.37,3.08,-0.86,2.6,Volatile,Neutral,neutral,No,No
1211,SSNC,11,SELL,69.16,-1.31,68.34,70.66,2.17,-1.19,2.6,Volatile,Neutral,neutral,No,No
1212,ISRG,11,SELL,449.92,0.0,445.93,460.29,2.3,-0.89,2.6,Volatile,Neutral,neutral,No,No
1213,SNY,11,SELL,43.0499,0.0,42.85,43.57,1.21,-0.46,2.6,Volatile,Neutral,neutral,No,No
1214,IDXX,11,SELL,561.095,0.0,554.2,579.03,3.2,-1.23,2.6,Volatile,Neutral,neutral,No,No
1215,MEDP,11,SELL,425.21,0.0,419.9,439.02,3.25,-1.25,2.6,Volatile,Neutral,neutral,No,No
1216,HSIC,11,SELL,70.25,0.0,69.35,72.58,3.32,-1.28,2.6,Volatile,Neutral,neutral,No,No
1217,TECH,11,SELL,49.31,0.0,48.0,52.71,6.9,-2.66,2.6,Volatile,Bearish,bearish,No,No
1218,TW,11,SELL,109.55,0.0,108.43,112.45,2.65,-1.02,2.6,Volatile,Neutral,neutral,No,No
1219,FCNCA,11,SELL,1950.83,0.0,1934.27,1993.89,2.21,-0.85,2.6,Volatile,Neutral,neutral,No,No
1220,INTR,11,CAUTION,6.525,0.0,6.36,6.95,6.51,-2.53,2.6,Volatile,Bearish,bearish,No,No
1221,AVAV,11,SELL,169.7,0.9,166.96,176.88,4.23,-1.61,2.6,Volatile,Neutral,neutral,No,No
1222,ITRI,11,SELL,82.08,1.16,81.11,84.32,2.73,-1.18,2.6,Volatile,Neutral,neutral,No,No
1223,SWIM,11,CAUTION,5.48,-4.7,5.34,5.94,8.39,-2.55,2.6,Volatile,Neutral,neutral,No,No
1224,PACB,11,CAUTION,1.4,-15.15,1.34,1.58,12.86,-4.29,2.6,Volatile,Bearish,bearish,No,No
1225,RAIL,11,SELL,7.98,0.0,7.87,8.25,3.38,-1.38,2.6,Volatile,Neutral,neutral,No,No
1226,PESI,11,SELL,11.04,-1.16,10.76,11.91,7.88,-2.54,2.6,Volatile,Bearish,bearish,No,No
1227,SAFX,11,SELL,0.42,2.44,0.39,0.48,14.29,-7.14,2.6,Volatile,Neutral,neutral,No,No
1228,APWC,11,SELL,1.48,-1.33,1.41,1.67,12.84,-4.73,2.6,Volatile,Neutral,neutral,No,No
1229,KITT,11,SELL,2.25,0.0,2.19,2.45,8.89,-2.67,2.6,Volatile,Neutral,neutral,No,No
1230,DXST,11,SELL,1.9,-5.0,1.81,2.13,12.11,-4.74,2.6,Volatile,Neutral,neutral,No,No
1231,CVCO,11,SELL,482.71,0.0,476.31,499.35,3.45,-1.33,2.6,Volatile,Neutral,neutral,No,No
1232,FIP,11,CAUTION,4.745,0.0,4.53,5.3,11.7,-4.53,2.6,Volatile,Bearish,bearish,No,No
1233,ANNA,11,SELL,3.18,0.0,3.04,3.56,11.95,-4.4,2.6,Volatile,Neutral,neutral,No,No
1234,LMNR,11,SELL,12.82,0.0,12.69,13.16,2.65,-1.01,2.6,Volatile,Neutral,neutral,No,No
1235,PETS,11,SELL,2.3,0.0,2.24,2.46,6.96,-2.61,2.6,Volatile,Neutral,neutral,No,No
1236,SEED,11,SELL,1.158,0.0,1.1,1.3,12.26,-5.01,2.6,Volatile,Neutral,neutral,No,No
1237,AGRZ,11,SELL,0.352,0.0,0.34,0.39,10.8,-3.41,2.6,Volatile,Neutral,neutral,No,No
1238,MSS,11,SELL,1.2478,0.0,1.2,1.37,9.79,-3.83,2.6,Volatile,Neutral,neutral,No,No
1239,IPST,11,SELL,5.56,0.0,5.15,6.63,19.24,-7.37,2.6,Volatile,Neutral,neutral,No,No
1240,EDBL,11,SELL,0.3758,0.0,0.36,0.42,11.76,-4.2,2.6,Volatile,Neutral,neutral,No,No
1241,FISV,11,SELL,55.95,0.0,55.31,57.61,2.97,-1.14,2.6,Volatile,Neutral,neutral,No,No
1242,FRMI,11,SELL,5.14,0.0,4.98,5.56,8.17,-3.11,2.6,Volatile,Neutral,neutral,No,No
1243,OPRX,11,SELL,6.47,0.0,6.36,6.74,4.17,-1.7,2.6,Volatile,Neutral,neutral,No,No
1244,FTFT,11,SELL,1.3,0.0,1.26,1.41,8.46,-3.08,2.6,Volatile,Neutral,neutral,No,No
1245,BOXL,11,CAUTION,0.94,0.0,0.91,1.01,7.45,-3.19,2.6,Volatile,Neutral,neutral,No,No
1246,KSCP,11,SELL,3.015,0.0,2.96,3.15,4.48,-1.82,2.6,Volatile,Neutral,neutral,No,No
1247,CHAI,11,SELL,1.21,0.0,1.17,1.31,8.26,-3.31,2.6,Volatile,Neutral,neutral,No,No
1248,MTEK,11,SELL,1.1793,0.0,1.12,1.33,12.78,-5.03,2.6,Volatile,Neutral,neutral,No,No
1249,AUDC,11,SELL,8.365,0.0,8.27,8.61,2.93,-1.14,2.6,Volatile,Bearish,bearish,No,No
1250,GAUZ,11,SELL,0.47,0.0,0.42,0.59,25.53,-10.64,2.6,Volatile,Neutral,neutral,No,No
1251,BCYC,9,SELL,4.87,-0.41,4.81,5.03,3.29,-1.23,2.6,Volatile,Neutral,neutral,No,No
1252,WFC,9,SELL,76.2701,0.0,75.54,78.18,2.5,-0.96,2.6,Volatile,Neutral,neutral,No,No
1253,MKTX,9,SELL,148.41,0.0,146.18,154.22,3.91,-1.5,2.6,Volatile,Neutral,neutral,No,No
1254,SOFI,9,SELL,15.685,0.0,15.46,16.26,3.67,-1.43,2.6,Volatile,Neutral,neutral,No,No
1255,STNE,9,SELL,11.0,0.0,10.85,11.39,3.55,-1.36,2.6,Volatile,Neutral,neutral,No,No
1256,BWIN,9,SELL,20.39,0.0,19.99,21.43,5.1,-1.96,2.6,Volatile,Neutral,neutral,No,No
1257,GSHD,9,SELL,40.97,0.0,40.3,42.72,4.27,-1.64,2.6,Volatile,Neutral,neutral,No,No
1258,DQ,9,SELL,18.795,0.0,18.39,19.84,5.56,-2.15,2.6,Volatile,Neutral,neutral,No,No
1259,REE,9,SELL,0.45,0.0,0.43,0.51,13.33,-4.44,2.6,Volatile,Neutral,neutral,No,No
1260,ACFN,9,SELL,17.262,0.0,16.72,18.68,8.21,-3.14,2.6,Volatile,Neutral,neutral,No,No
1261,ABBV,9,SELL,201.545,0.0,199.97,205.64,2.03,-0.78,2.6,Volatile,Neutral,neutral,No,No
1262,SYY,9,SELL,72.84,0.0,72.18,74.55,2.35,-0.91,2.6,Volatile,Neutral,neutral,No,No
1263,AEBI,9,SELL,11.51,-1.79,11.34,11.81,2.61,-1.48,2.6,Volatile,Neutral,neutral,No,No
1264,EDU,9,SELL,53.62,0.0,52.99,55.25,3.04,-1.17,2.6,Volatile,Bearish,bearish,No,No
1265,ZH,9,SELL,3.27,0.0,3.23,3.39,3.67,-1.22,2.6,Volatile,Neutral,neutral,No,No
1266,TIGR,9,SELL,6.41,0.0,6.32,6.65,3.74,-1.4,2.6,Volatile,Neutral,neutral,No,No
1267,ACB,9,SELL,3.42,0.0,3.38,3.52,2.92,-1.17,2.6,Volatile,Neutral,neutral,No,No
1268,AIRE,9,SELL,2.16,0.0,2.04,2.48,14.81,-5.56,2.6,Volatile,Neutral,neutral,No,No
1269,CHKP,9,SELL,114.09,-1.27,111.57,118.08,3.5,-2.21,2.6,Volatile,Neutral,neutral,No,No
1270,NICE,9,SELL,91.48,-4.35,90.0,96.34,5.31,-1.62,2.6,Volatile,Bearish,bearish,No,No
1271,GRFS,9,SELL,8.11,0.0,8.02,8.35,2.96,-1.11,2.6,Volatile,Neutral,neutral,No,No
1272,IRTC,9,SELL,118.955,0.0,116.57,125.15,5.21,-2.0,2.6,Volatile,Neutral,neutral,No,No
1273,WTW,9,SELL,256.76,0.0,254.24,263.32,2.55,-0.98,2.6,Volatile,Neutral,neutral,No,No
1274,GGAL,9,SELL,41.9475,0.0,41.32,43.58,3.89,-1.5,2.6,Volatile,Neutral,neutral,No,No
1275,CHYM,9,SELL,18.33,0.0,17.88,19.51,6.44,-2.45,2.6,Volatile,Neutral,neutral,No,No
1276,CIGI,9,SELL,102.07,0.0,100.72,105.58,3.44,-1.32,2.6,Volatile,Neutral,neutral,No,No
1277,FLX,9,SELL,2.59,-5.13,2.52,2.78,7.34,-2.7,2.6,Volatile,Neutral,neutral,No,No
1278,BAER,9,SELL,1.72,-0.58,1.68,1.83,6.4,-2.33,2.6,Volatile,Neutral,neutral,No,No
1279,LGO,9,SELL,1.17,0.86,1.14,1.22,4.27,-2.56,2.6,Volatile,Neutral,neutral,No,No
1280,SEV,9,SELL,2.57,-0.77,2.54,2.77,7.78,-1.17,2.6,Volatile,Neutral,neutral,No,No
1281,ZKIN,9,SELL,1.4,-1.41,1.18,1.98,41.43,-15.71,2.6,Volatile,Neutral,neutral,No,No
1282,HUDI,9,SELL,1.2,-0.83,1.14,1.35,12.5,-5.0,2.6,Volatile,Neutral,neutral,No,No
1283,GURE,9,SELL,3.49,-3.32,3.08,4.54,30.09,-11.75,2.6,Volatile,Neutral,neutral,No,No
1284,ETS,9,SELL,0.56,3.7,0.53,0.63,12.5,-5.36,2.6,Volatile,Neutral,neutral,No,No
1285,INHD,9,SELL,1.62,-3.57,1.51,1.87,15.43,-6.79,2.6,Volatile,Neutral,neutral,No,No
1286,TRI,9,SELL,92.24,0.0,90.96,95.57,3.61,-1.39,2.6,Volatile,Neutral,neutral,No,No
1287,TSCO,9,SELL,31.185,0.0,30.74,32.33,3.67,-1.43,2.6,Volatile,Neutral,neutral,No,No
1288,OLLI,9,SELL,81.9104,0.0,80.97,84.35,2.98,-1.15,2.6,Volatile,Neutral,neutral,No,No
1289,VRRM,9,SELL,14.33,0.0,14.05,15.06,5.09,-1.95,2.6,Volatile,Neutral,neutral,No,No
1290,HPK,9,SELL,5.915,0.0,5.74,6.36,7.52,-2.96,2.6,Volatile,Neutral,neutral,No,No
1291,AREC,9,SELL,2.275,0.0,2.22,2.43,6.81,-2.42,2.6,Volatile,Neutral,neutral,No,No
1292,PTLE,9,SELL,5.62,0.0,4.97,7.31,30.07,-11.57,2.6,Volatile,Neutral,neutral,No,No
1293,CPB,9,SELL,20.915,0.0,20.66,21.57,3.13,-1.22,2.6,Volatile,Neutral,neutral,No,No
1294,SMPL,9,SELL,12.375,0.0,12.19,12.85,3.84,-1.49,2.6,Volatile,Neutral,neutral,No,No
1295,FAMI,9,SELL,1.1601,0.0,1.12,1.27,9.47,-3.46,2.6,Volatile,Neutral,neutral,No,No
1296,RKDA,9,SELL,1.12,0.0,1.05,1.3,16.07,-6.25,2.6,Volatile,Neutral,neutral,No,No
1297,STKH,9,SELL,1.72,0.0,1.58,2.09,21.51,-8.14,2.6,Volatile,Neutral,neutral,No,No
1298,CSGP,9,SELL,33.01,0.0,32.31,34.83,5.51,-2.12,2.6,Volatile,Neutral,neutral,No,No
1299,EXLS,9,SELL,30.9,0.0,30.55,31.8,2.91,-1.13,2.6,Volatile,Neutral,neutral,No,No
1300,LOPE,9,SELL,164.92,0.0,163.08,169.69,2.89,-1.12,2.6,Volatile,Neutral,neutral,No,No
1301,HERE,9,SELL,3.305,0.0,3.26,3.43,3.78,-1.36,2.6,Volatile,Neutral,neutral,No,No
1302,CMCT,9,SELL,5.355,0.0,5.04,6.16,15.03,-5.88,2.6,Volatile,Neutral,neutral,No,No
1303,VSA,9,SELL,0.5585,0.0,0.54,0.6,7.43,-3.31,2.6,Volatile,Neutral,neutral,No,No
1304,CMCSA,9,SELL,25.605,0.0,25.4,26.13,2.05,-0.8,2.6,Volatile,Neutral,neutral,No,No
1305,GLIBA,9,SELL,26.22,0.0,25.53,28.01,6.83,-2.63,2.6,Volatile,Bearish,bearish,No,No
1306,GLIBK,9,SELL,25.63,0.0,24.91,27.51,7.34,-2.81,2.6,Volatile,Bearish,bearish,No,No
1307,MYSE,9,SELL,1.7933,0.0,1.72,1.99,10.97,-4.09,2.6,Volatile,Neutral,neutral,No,No
1308,NFE,9,SELL,0.7165,0.0,0.69,0.78,8.86,-3.7,2.6,Volatile,Neutral,neutral,No,No
1309,FKWL,9,SELL,3.4399,0.0,3.37,3.62,5.24,-2.03,2.6,Volatile,Bearish,bearish,No,No
1310,CLRO,9,SELL,3.1701,0.0,2.8,4.12,29.96,-11.67,2.6,Volatile,Neutral,neutral,No,No
1311,TURB,9,SELL,1.41,0.0,1.36,1.54,9.22,-3.55,2.6,Volatile,Neutral,neutral,No,No
1312,XPON,9,SELL,0.6534,0.0,0.63,0.7,7.13,-3.58,2.6,Volatile,Neutral,neutral,No,No
1313,HBAN,7,SELL,16.0901,0.0,15.95,16.45,2.24,-0.87,2.6,Volatile,Neutral,neutral,No,No
1314,LPLA,7,SELL,307.06,0.0,302.9,317.87,3.52,-1.35,2.6,Volatile,Neutral,neutral,No,No
1315,NU,7,SELL,13.965,0.0,13.78,14.45,3.47,-1.32,2.6,Volatile,Neutral,neutral,No,No
1316,OPEN,7,SELL,5.005,0.0,4.82,5.48,9.49,-3.7,2.6,Volatile,Neutral,neutral,No,No
1317,LNC,7,SELL,35.54,0.0,35.02,36.9,3.83,-1.46,2.6,Volatile,Neutral,neutral,No,No
1318,ACIC,7,SELL,10.545,0.0,10.39,10.94,3.75,-1.47,2.6,Volatile,Bearish,bearish,No,No
1319,HIPO,7,SELL,27.05,0.0,26.73,27.89,3.11,-1.18,2.6,Volatile,Neutral,neutral,No,No
1320,AAPG,7,SELL,21.5,-0.92,20.83,23.24,8.09,-3.12,2.6,Volatile,Neutral,neutral,No,No
1321,GRAB,7,SELL,3.69,-2.64,3.64,3.86,4.61,-1.36,2.6,Volatile,Neutral,neutral,No,No
1322,QFIN,7,SELL,13.165,0.0,13.05,13.47,2.32,-0.87,2.6,Volatile,Neutral,neutral,No,No
1323,HD,7,SELL,317.7999,0.0,315.25,324.43,2.09,-0.8,2.6,Volatile,Neutral,neutral,No,No
1324,BKNG,7,SELL,168.53,0.0,166.58,173.61,3.01,-1.16,2.6,Volatile,Neutral,neutral,No,No
1325,DPZ,7,SELL,322.5,0.0,318.17,333.77,3.49,-1.34,2.6,Volatile,Neutral,neutral,No,No
1326,CMG,7,SELL,32.45,0.0,32.12,33.32,2.68,-1.02,2.6,Volatile,Neutral,neutral,No,No
1327,ORLY,7,SELL,93.37,0.0,92.49,95.65,2.44,-0.94,2.6,Volatile,Neutral,neutral,No,No
1328,AZO,7,SELL,3505.97,0.0,3460.66,3623.78,3.36,-1.29,2.6,Volatile,Neutral,neutral,No,No
1329,ULTA,7,SELL,524.74,0.0,520.26,536.38,2.22,-0.85,2.6,Volatile,Neutral,neutral,No,No
1330,ADPT,7,SELL,13.72,0.0,13.37,14.63,6.63,-2.55,2.6,Volatile,Neutral,neutral,No,No
1331,CTSH,7,SELL,51.87,-0.13,51.16,53.36,2.87,-1.37,2.6,Volatile,Neutral,neutral,No,No
1332,JKHY,7,SELL,145.57,-0.32,143.26,149.51,2.71,-1.59,2.6,Volatile,Neutral,neutral,No,No
1333,DOX,7,SELL,63.78,-2.09,63.13,65.29,2.37,-1.02,2.6,Volatile,Neutral,neutral,No,No
1334,OPCH,7,SELL,20.53,0.0,20.25,21.26,3.56,-1.36,2.6,Volatile,Neutral,neutral,No,No
1335,MMSI,7,SELL,61.41,0.0,60.69,63.28,3.05,-1.17,2.6,Volatile,Neutral,neutral,No,No
1336,SBGI,7,SELL,14.39,1.48,14.2,14.73,2.36,-1.32,2.6,Volatile,Neutral,neutral,No,No
1337,ULH,7,SELL,12.85,-4.25,12.51,14.1,9.73,-2.65,2.6,Volatile,Bearish,bearish,No,No
1338,PSNYW,7,SELL,3.01,0.33,2.69,3.85,27.91,-10.63,2.6,Volatile,Neutral,neutral,No,No
1339,SFWL,7,SELL,0.88,0.0,0.84,0.99,12.5,-4.55,2.6,Volatile,Neutral,neutral,No,No
1340,BIOX,7,SELL,0.47,0.0,0.46,0.5,6.38,-2.13,2.6,Volatile,Neutral,neutral,No,No
1341,HXHX,7,SELL,0.45,-6.25,0.44,0.5,11.11,-2.22,2.6,Volatile,Neutral,neutral,No,No
1342,ASTC,7,SELL,2.8,1.45,2.68,2.94,5.0,-4.29,2.6,Volatile,Neutral,neutral,No,No
1343,SGLY,7,SELL,0.43,-2.27,0.4,0.49,13.95,-6.98,2.6,Volatile,Neutral,neutral,No,No
1344,AREB,7,SELL,0.16,-30.43,0.15,0.21,31.25,-6.25,2.6,Volatile,Neutral,neutral,No,No
1345,TTEK,7,SELL,30.41,0.0,30.03,31.39,3.22,-1.25,2.6,Volatile,Neutral,neutral,No,No
1346,POOL,7,SELL,187.04,0.0,184.1,194.7,4.1,-1.57,2.6,Volatile,Neutral,neutral,No,No
1347,CHDN,7,SELL,88.29,0.0,87.28,90.91,2.97,-1.14,2.6,Volatile,Neutral,neutral,No,No
1348,GT,7,SELL,6.69,0.0,6.6,6.94,3.74,-1.35,2.6,Volatile,Neutral,neutral,No,No
1349,USEG,7,SELL,0.9236,0.0,0.91,0.97,5.02,-1.47,2.6,Volatile,Neutral,neutral,No,No
1350,UFG,7,SELL,0.8201,0.0,0.79,0.9,9.74,-3.67,2.6,Volatile,Neutral,neutral,No,No
1351,JJSF,7,SELL,76.025,0.0,74.74,79.36,4.39,-1.69,2.6,Volatile,Bearish,bearish,No,No
1352,OTLY,7,SELL,10.58,0.0,10.4,11.05,4.44,-1.7,2.6,Volatile,Neutral,neutral,No,No
1353,BRFH,7,SELL,2.4987,0.0,2.41,2.74,9.66,-3.55,2.6,Volatile,Neutral,neutral,No,No
1354,EPSM,7,SELL,1.2666,0.0,1.21,1.43,12.9,-4.47,2.6,Volatile,Neutral,neutral,No,No
1355,TCOM,7,SELL,52.8,0.0,52.44,53.74,1.78,-0.68,2.6,Volatile,Neutral,neutral,No,No
1356,Z,7,SELL,41.54,0.0,40.62,43.92,5.73,-2.21,2.6,Volatile,Neutral,neutral,No,No
1357,UDMY,7,SELL,4.705,0.0,4.61,4.94,4.99,-2.02,2.6,Volatile,Neutral,neutral,No,No
1358,SGRP,7,SELL,0.636,0.0,0.6,0.74,16.35,-5.66,2.6,Volatile,Neutral,neutral,No,No
1359,OLB,7,SELL,0.4907,0.0,0.47,0.55,12.08,-4.22,2.6,Volatile,Neutral,neutral,No,No
1360,BTCT,7,SELL,1.2164,0.0,1.2,1.27,4.41,-1.35,2.6,Volatile,Neutral,neutral,No,No
1361,MKZR,7,SELL,2.4101,0.0,2.28,2.76,14.52,-5.4,2.6,Volatile,Neutral,neutral,No,No
1362,SOPA,7,SELL,0.37,0.0,0.35,0.42,13.51,-5.41,2.6,Volatile,Neutral,neutral,No,No
1363,CHTR,7,SELL,156.555,0.0,154.25,162.54,3.82,-1.47,2.6,Volatile,Neutral,neutral,No,No
1364,LBRDK,7,SELL,36.53,0.0,35.99,37.93,3.83,-1.48,2.6,Volatile,Neutral,neutral,No,No
1365,SNT,7,SELL,2.7,0.0,2.6,2.97,10.0,-3.7,2.6,Volatile,Neutral,neutral,No,No
1366,BOSC,7,SELL,4.55,0.0,4.47,4.75,4.4,-1.76,2.6,Volatile,Neutral,neutral,No,No
1367,DASH,5,SELL,163.64,-4.5,158.28,173.64,6.11,-3.28,2.6,Volatile,Neutral,neutral,No,No
1368,YUMC,5,SELL,47.09,0.0,46.76,47.94,1.81,-0.7,2.6,Volatile,Neutral,neutral,No,No
1369,ATRC,5,SELL,26.835,0.0,26.34,28.13,4.83,-1.84,2.6,Volatile,Neutral,neutral,No,No
1370,CDW,5,SELL,106.06,-3.76,104.21,111.22,4.87,-1.74,2.6,Volatile,Bearish,bearish,No,No
1371,CBUS,5,SELL,1.45,-3.33,1.4,1.55,6.9,-3.45,2.6,Volatile,Neutral,neutral,No,No
1372,KEQU,5,SELL,35.42,-2.91,33.88,39.45,11.38,-4.35,2.6,Volatile,Neutral,neutral,No,No
1373,FEAM,5,SELL,1.6,-3.03,1.58,1.7,6.25,-1.25,2.6,Volatile,Neutral,neutral,No,No
1374,PRZO,5,SELL,0.64,-1.54,0.62,0.68,6.25,-3.13,2.6,Volatile,Neutral,neutral,No,No
1375,RVSN,5,SELL,7.03,1.15,6.84,7.53,7.11,-2.7,2.6,Volatile,Neutral,neutral,No,No
1376,ELOG,5,SELL,0.84,-3.45,0.8,0.95,13.1,-4.76,2.6,Volatile,Neutral,neutral,No,No
1377,MTEN,5,SELL,1.04,0.97,1.02,1.1,5.77,-1.92,2.6,Volatile,Neutral,neutral,No,No
1378,EXE,5,SELL,96.64,0.0,95.89,98.59,2.02,-0.78,2.6,Volatile,Neutral,neutral,No,No
1379,VITL,5,SELL,8.935,0.0,8.54,9.96,11.47,-4.42,2.6,Volatile,Bearish,bearish,No,No
1380,BYND,5,SELL,0.8331,0.0,0.81,0.9,8.03,-2.77,2.6,Volatile,Neutral,neutral,No,No
